0,1,2,3,4,5,6,7,8,9,10,11,12
120.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9836,-0.8824,66.0,1.0,1.1,0.9
121.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9844,-0.839,66.0,1.0,1.1,0.9
122.0,2.0,0.0,0.0,0.01,-0.01,1.0,1.023,-0.3,132.0,1.0,1.1,0.9
123.0,2.0,0.0,0.0,0.01,-0.01,1.0,1.023,-0.3,132.0,1.0,1.1,0.9
124.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9947,1.03,66.0,1.0,1.1,0.9
125.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9936,0.9804,66.0,1.0,1.1,0.9
126.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9936,0.9798,66.0,1.0,1.1,0.9
127.0,2.0,0.0,0.0,0.01,-0.01,1.0,0.9947,1.03,66.0,1.0,1.1,0.9
128.0,2.0,0.0,0.0,0.01,-0.01,1.0,0.9947,1.03,66.0,1.0,1.1,0.9
129.0,1.0,8.98021064,1.546,0.0,0.0,1.0,1.01,1.127,20.0,1.0,1.1,0.9
130.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9784,0.3697,66.0,1.0,1.1,0.9
131.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9784,0.3693,66.0,1.0,1.1,0.9
132.0,2.0,0.0,0.0,0.0,0.0,1.0,1.001,-4.279,33.0,1.0,1.1,0.9
133.0,1.0,3.09009975,0.545,0.0,0.0,1.0,0.9649,-4.967,11.5,1.0,1.1,0.9
134.0,2.0,0.0,0.0,0.0,0.0,1.0,1.001,-4.279,33.0,1.0,1.1,0.9
135.0,2.0,0.0,0.0,0.01,-0.01,1.0,1.022,-0.4535,132.0,1.0,1.1,0.9
136.0,1.0,4.63005591,0.767,0.0,0.0,1.0,0.9692,-1.808,11.5,1.0,1.1,0.9
137.0,2.0,0.0,0.0,0.01,-0.01,1.0,1.022,-0.4536,132.0,1.0,1.1,0.9
138.0,2.0,0.0,0.0,0.0,0.0,1.0,1.022,-0.4203,132.0,1.0,1.1,0.9
139.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9981,-0.0002057,275.0,1.0,1.1,0.9
140.0,2.0,4.63,0.736,0.0,0.0,1.0,1.008,-3.703,11.0,1.0,1.1,0.9
141.0,1.0,7.89020238,1.367,0.0,0.0,1.0,0.9566,-0.7176,11.5,1.0,1.1,0.9
142.0,1.0,15.9000358,2.55,0.0,0.0,1.0,1.002,-4.227,33.0,1.0,1.1,0.9
143.0,1.0,15.9000358,2.55,0.0,0.0,1.0,1.002,-4.227,33.0,1.0,1.1,0.9
144.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9995,-4.332,33.0,1.0,1.1,0.9
145.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9995,-4.331,33.0,1.0,1.1,0.9
146.0,1.0,7.72014498,1.31,0.0,0.0,1.0,0.9679,-6.178,11.5,1.0,1.1,0.9
147.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9624,-4.206,11.5,1.0,1.1,0.9
148.0,2.0,0.0,0.0,0.0,0.0,1.0,1.055,1.711,20.0,1.0,1.1,0.9
149.0,2.0,0.0,0.0,0.0,0.0,1.0,1.079,34.3,0.4,1.0,1.1,0.9
150.0,2.0,0.0,0.0,0.0,0.0,1.0,1.055,1.711,20.0,1.0,1.1,0.9
151.0,2.0,0.0,0.0,0.0,0.0,1.0,1.079,34.3,0.4,1.0,1.1,0.9
152.0,2.0,0.0,0.0,0.0,0.0,1.0,0.96,2.166,22.0,1.0,1.1,0.85
153.0,1.0,0.0,0.0,0.0,0.0,1.0,1.02,36.25,0.69,1.0,1.1,0.85
154.0,2.0,0.0,0.0,0.0,0.0,1.0,1.02,2.178,22.0,1.0,1.1,0.85
155.0,1.0,0.0,0.0,0.0,0.0,1.0,1.02,2.537,0.415,1.0,1.1,0.9
156.0,2.0,0.0,0.0,0.0,0.0,1.0,1.02,2.177,22.0,1.0,1.1,0.85
157.0,1.0,1.24896e-06,0.000687,0.0,0.0,1.0,0.9045,2.181,0.415,1.0,1.1,0.85
158.0,2.0,0.0,0.0,0.0,0.0,1.0,0.962,-4.228,11.5,1.0,1.1,0.9
159.0,2.0,0.0,0.0,0.0,0.0,1.0,0.962,-4.228,0.415,1.0,1.1,0.9
160.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9117,-1.449,22.0,1.0,1.1,0.9
161.0,2.0,0.0,0.0,0.0,0.0,1.0,1.02,30.1,0.415,1.0,1.1,0.9
162.0,2.0,0.0,0.0,0.0,0.0,1.0,1.02,1.526,22.0,1.0,1.1,0.9
